1111
17	206	0
165	147	0
87	156	1
132	148	1
225	49	0
225	193	0
225	262	0
238	14	0
238	13	0
238	4	0
238	202	0
238	200	0
238	59	0
238	227	0
238	94	0
129	88	1
80	84	1
234	210	0
234	240	0
234	206	0
234	159	0
91	95	1
16	179	1
140	156	1
173	148	1
240	34	0
240	117	0
240	210	0
240	105	0
240	159	0
240	234	0
125	110	1
97	110	1
149	14	0
149	244	0
149	178	0
149	227	0
149	200	0
149	218	0
149	135	0
149	68	0
244	255	1
2	20	0
184	80	0
184	172	0
184	242	0
184	190	0
184	101	0
138	259	0
138	24	0
138	117	0
138	270	0
138	120	0
138	105	0
216	228	0
216	131	0
216	219	0
216	150	0
249	187	1
157	110	1
117	34	0
117	138	0
117	240	0
117	105	0
117	259	0
188	201	0
188	172	0
188	247	0
188	252	0
188	69	0
188	197	0
188	80	0
188	75	0
1	156	1
131	146	1
174	72	0
174	51	0
174	40	0
86	148	1
192	60	1
200	112	0
200	45	0
200	204	0
200	13	0
200	244	0
200	149	0
200	227	0
200	238	0
200	135	0
231	148	1
51	41	1
235	0	1
5	122	0
5	19	0
5	164	0
5	262	0
5	236	0
5	66	0
42	46	1
169	255	1
101	27	1
108	222	1
55	35	0
55	72	0
55	264	0
55	76	0
248	79	1
97	125	0
97	8	0
97	241	0
11	141	1
139	171	0
139	142	0
139	230	0
232	156	1
219	107	1
138	213	1
48	110	1
250	60	1
174	41	1
241	125	0
241	181	0
241	97	0
146	148	1
72	51	0
72	55	0
72	40	0
72	174	0
72	35	0
240	213	1
35	106	1
254	187	1
194	255	1
88	187	1
211	79	1
204	70	0
204	237	0
204	169	0
204	13	0
204	200	0
204	94	0
204	151	0
37	66	0
37	193	0
123	183	0
123	153	0
127	95	1
227	200	0
227	238	0
227	14	0
227	202	0
227	149	0
100	176	1
229	53	0
229	93	0
229	209	0
110	187	1
166	107	1
98	179	1
93	209	0
93	268	0
93	229	0
93	99	0
16	255	1
111	179	1
52	41	1
263	106	1
112	255	1
48	125	0
48	205	0
48	254	0
48	18	0
48	249	0
254	110	1
67	96	1
104	95	1
26	95	1
196	106	1
9	148	1
116	222	1
181	187	1
242	78	0
242	80	0
242	172	0
242	184	0
139	27	1
66	136	1
75	27	1
31	110	1
10	22	0
168	84	1
13	255	1
144	179	1
239	187	1
163	219	0
163	151	0
45	179	1
12	0	1
201	84	1
145	60	1
74	179	1
69	126	0
69	188	0
69	252	0
69	75	0
62	0	1
186	148	1
137	53	0
205	110	1
14	41	1
191	255	1
128	27	1
208	79	1
43	187	1
80	168	0
80	201	0
80	184	0
80	172	0
80	242	0
80	190	0
80	246	0
80	78	0
80	188	0
74	255	1
167	222	1
259	27	1
35	51	0
35	55	0
35	72	0
35	264	0
190	168	0
190	224	0
190	33	0
190	184	0
190	80	0
190	101	0
116	0	1
87	0	1
45	200	0
103	0	1
64	187	1
31	187	1
173	219	0
173	30	0
173	265	0
199	95	1
64	95	1
206	213	1
263	255	1
244	135	0
244	200	0
244	149	0
142	141	1
34	210	0
34	240	0
34	117	0
32	187	1
114	106	1
266	187	1
247	79	1
58	255	1
150	228	0
150	67	0
150	216	0
150	219	0
247	172	0
247	252	0
247	188	0
259	213	1
112	102	1
117	27	1
78	80	0
78	172	0
78	242	0
145	0	1
78	79	1
48	187	1
143	95	1
84	27	1
93	90	1
101	33	0
101	172	0
101	190	0
101	63	0
101	184	0
63	79	1
172	27	1
160	148	1
119	88	1
257	187	1
267	0	1
19	122	0
19	67	0
19	7	0
19	23	0
19	161	0
19	47	0
19	5	0
94	89	1
265	46	1
264	255	1
185	27	1
41	255	1
232	0	1
49	27	1
169	179	1
130	136	1
14	15	0
14	226	0
14	149	0
14	4	0
14	238	0
14	227	0
37	148	1
139	141	1
207	92	0
207	236	0
22	179	1
44	56	0
44	268	0
178	68	0
178	149	0
268	93	0
268	44	0
268	99	0
67	148	1
86	96	1
105	213	1
168	115	0
168	224	0
168	190	0
168	246	0
168	80	0
168	17	0
97	187	1
33	27	1
164	5	0
164	236	0
5	136	1
100	0	1
161	136	1
72	255	1
199	239	0
173	46	1
20	148	1
134	148	1
224	27	1
132	46	1
263	122	0
263	114	0
263	51	0
263	264	0
263	76	0
202	102	1
118	148	1
190	84	1
126	223	0
126	69	0
126	197	0
126	50	0
126	252	0
126	75	0
61	222	1
129	187	1
133	107	1
122	148	1
180	179	1
53	137	0
53	229	0
25	110	1
238	102	1
175	187	1
186	20	0
186	30	0
186	152	0
186	265	0
54	222	1
230	141	1
242	79	1
63	33	0
63	214	0
63	101	0
101	79	1
241	110	1
68	255	1
29	107	1
123	179	1
212	95	1
172	188	0
172	242	0
172	252	0
172	184	0
172	101	0
172	78	0
172	80	0
172	247	0
225	148	1
180	255	1
128	79	1
69	79	1
38	0	1
209	90	1
55	255	1
195	95	1
55	41	1
115	168	0
115	253	0
115	190	0
115	159	0
115	17	0
115	206	0
228	146	1
81	213	1
236	170	0
236	207	0
236	164	0
236	262	0
236	92	0
236	5	0
236	130	0
191	41	1
161	122	0
161	160	0
161	19	0
161	151	0
161	47	0
197	27	1
113	125	0
113	254	0
113	157	0
113	25	0
113	18	0
3	187	1
219	148	1
39	179	1
249	125	0
249	48	0
59	255	1
70	114	0
70	237	0
70	204	0
70	196	0
70	94	0
70	59	0
70	151	0
53	187	1
23	67	0
23	162	0
23	219	0
23	19	0
47	122	0
47	160	0
47	19	0
47	161	0
250	0	1
261	0	1
184	79	1
222	0	1
2	46	1
262	136	1
168	27	1
162	148	1
245	176	1
169	204	0
169	237	0
169	151	0
169	111	0
217	60	1
227	102	1
214	83	0
214	63	0
214	33	0
215	27	1
131	148	1
118	136	1
9	107	1
172	79	1
233	95	1
252	27	1
134	96	1
7	131	0
7	67	0
7	19	0
7	228	0
4	14	0
4	238	0
4	40	0
4	59	0
221	27	1
122	136	1
165	148	1
253	141	1
52	255	1
143	187	1
165	107	1
115	27	1
47	136	1
23	96	1
155	187	1
234	27	1
264	35	0
264	51	0
264	55	0
264	76	0
264	263	0
76	41	1
124	95	1
163	107	1
10	255	1
243	187	1
240	27	1
247	27	1
51	114	0
51	35	0
51	72	0
51	174	0
51	264	0
51	40	0
51	59	0
51	263	0
151	70	0
151	160	0
151	180	0
151	153	0
151	204	0
151	183	0
151	169	0
151	161	0
151	163	0
151	147	0
151	237	0
151	219	0
151	131	0
151	111	0
147	219	0
147	151	0
147	165	0
150	148	1
99	90	1
66	122	0
66	37	0
66	193	0
66	5	0
66	262	0
227	255	1
260	176	1
24	27	1
99	93	0
99	268	0
42	269	0
195	187	1
141	27	1
102	255	1
120	213	1
261	222	1
226	41	1
200	102	1
160	122	0
160	161	0
160	47	0
160	151	0
155	95	1
231	46	1
183	123	0
183	153	0
183	151	0
119	187	1
123	255	1
265	186	0
265	173	0
265	219	0
265	30	0
265	152	0
122	160	0
122	19	0
122	161	0
122	47	0
122	76	0
122	66	0
122	5	0
122	263	0
223	198	1
237	70	0
237	204	0
237	111	0
237	169	0
237	151	0
25	125	0
25	109	0
25	8	0
25	113	0
25	157	0
192	0	1
49	224	0
49	193	0
49	253	0
206	27	1
149	255	1
219	67	0
219	216	0
219	29	0
219	73	0
219	152	0
219	23	0
219	150	0
219	162	0
219	163	0
219	147	0
219	173	0
219	166	0
219	265	0
219	131	0
219	151	0
18	110	1
23	148	1
220	187	1
47	148	1
236	136	1
262	66	0
262	193	0
262	5	0
262	236	0
54	0	1
147	148	1
56	109	0
56	44	0
200	255	1
135	112	0
135	200	0
135	244	0
135	149	0
266	95	1
109	56	0
109	25	0
32	95	1
80	27	1
203	187	1
24	213	1
57	79	1
92	207	0
92	130	0
92	236	0
61	0	1
208	27	1
143	85	0
150	146	1
124	187	1
183	255	1
249	110	1
224	168	0
224	115	0
224	253	0
224	83	0
224	49	0
224	33	0
224	190	0
126	27	1
15	255	1
224	141	1
210	34	0
210	240	0
210	234	0
167	0	1
197	198	1
3	95	1
209	93	0
209	229	0
201	80	0
201	188	0
201	197	0
201	246	0
28	0	1
147	107	1
81	27	1
33	79	1
24	138	0
24	259	0
152	162	0
152	186	0
152	219	0
152	65	0
152	265	0
18	187	1
59	70	0
59	114	0
59	51	0
59	4	0
59	238	0
59	40	0
59	94	0
194	41	1
217	0	1
37	136	1
68	178	0
68	230	0
68	194	0
68	191	0
68	149	0
193	49	0
193	37	0
193	262	0
193	66	0
253	142	0
253	115	0
253	49	0
253	224	0
253	159	0
253	11	0
68	41	1
73	96	1
12	60	1
46	148	1
265	148	1
248	27	1
153	123	0
153	183	0
153	151	0
181	125	0
181	241	0
164	148	1
94	255	1
49	141	1
237	106	1
170	136	1
30	186	0
30	173	0
30	265	0
154	187	1
259	138	0
259	24	0
259	117	0
158	22	0
210	27	1
269	20	0
269	42	0
269	250	0
50	198	1
258	187	1
114	70	0
114	59	0
114	196	0
114	51	0
114	263	0
160	136	1
111	255	1
21	187	1
85	95	1
98	255	1
8	110	1
20	46	1
96	148	1
226	14	0
251	187	1
152	148	1
117	213	1
251	88	1
191	68	0
92	136	1
115	84	1
15	41	1
211	27	1
30	46	1
109	90	1
258	95	1
175	95	1
245	0	1
